"Task_ID","Task_Name","Assignee","Status","Start_Date","Due_Date","Esfuerzo_Aproximado","Time_Estimate","Time_Logged","Año","Q ","Mes","Lists"
"863g9g5h2","PWA - E1: HOME SENCILLO - Ejecución de Pruebas Ciclo 2","3","COMPLETADO","45064","45065","1.24","4h","6","2023","2-23","5","Gestión de QA"
"863g9g5hy","PWA - E1: HOME SENCILLO - Ejecución de Pruebas Ciclo 3","2","COMPLETADO","45069","45070","1.36","2h","8.5","2023","2-23","5","Gestión de QA"
"863g9g65t","PWA - E1: Login - Notificar a QA","2","COMPLETADO","45014","45014","0.98","","0.5","2023","2-23","4","Gestión de Desarrollo"
"863g9g6xn","PWA - E1: Recuperar Contraseña - Notificación a QA","2","COMPLETADO","45026","45026","0.97","","0.33","2023","2-23","4","Gestión de Desarrollo"
"863g9g7hv","PWA - E1: HOME + Cerrar sesión: Notificación a QA","2","COMPLETADO","45051","45051","0.97","","0.33","2023","2-23","5","Gestión de Desarrollo"
"865bzg9bn","Refinamiento Flujo de pago por TDC","2","COMPLETADO","44993","45016","1.52","12h","12","2023","1-23","3","Gestión de Producto"
"863g9j3aq","PWA - E1: Preparación de data para certificación","1","COMPLETADO","45077","45078","1.24","1h","6","2023","2-23","6","Gestión de QA"
"863g9j3bn","PWA - E1: Certificación con PO - (Home, Login, Logout)","2","COMPLETADO","45083","45083","1.02","30m","1.5","2023","2-23","6","Gestión de QA"
"865bzrb46","Pago Móvil - Operadora. Soporte y ajuste en botón a partir de pruebas","2","COMPLETADO","45006","45006","1.07","2h 30m","2.5","2023","1-23","3","Gestión de Desarrollo"
"863ga2nbk","SP4: HU-PM0123 - Maquetación","2","COMPLETADO","45007","45014","1.6","36h","13.5","2023","1-23","3","Sprint 4: 30/03 al 17/04"
"863ga4ygz","Reunion refinamiento de insumos TDC","2","COMPLETADO","45007","45007","1","1h","1","2023","1-23","3","Gestión de Desarrollo"
"863ga4yp9","Reunion refinamiento de insumos TDC","2","COMPLETADO","45007","45007","1","1h","1","2023","1-23","3","Gestión de Desarrollo"
"863ga4ytq","Reunion refinamiento de insumos TDC","2","COMPLETADO","45007","45007","0.99","1h","0.75","2023","1-23","3","Gestión de Desarrollo"
"865c012yt","Merge entre HU0623 y botón de pago","1","COMPLETADO","45007","45007","1.1","","3","2023","1-23","3","Gestión de Desarrollo"
"865c0ap3e","iOS: Desarrollo de frontend del flujo TDC","1","COMPLETADO","45008","45015","2.31","26h","28.5","2023","1-23","3","Gestión de Desarrollo"
"865c0ap6j","iOS: Integración de frontend con backend flujo TDC","2","COMPLETADO","45015","45019","1.43","10h","10","2023","2-23","3","Gestión de Desarrollo"
"863gbajfp","SP4: HU-PM0723- Revisión - Agregar 2FA","2","COMPLETADO","45012","45013","1.02","1h 20m","1.33","2023","1-23","3","Sprint 4: 30/03 al 17/04"
"865c16qa3","iOS: Ajustes luego de pruebas end-to-end","1","COMPLETADO","45020","45028","0.98","6h","0.5","2023","2-23","4","Gestión de Desarrollo"
"865c16qbe","iOS: Generación de build para pruebas end-to-end","1","COMPLETADO","45020","45028","1.02","4h","1.5","2023","2-23","4","Gestión de Desarrollo"
"863gbkff4","iOS: Despliegue a QA","2","COMPLETADO","45049","45049","0.97","30m","0.33","2023","2-23","5","Gestión de Desarrollo"
"863gbkny3","Backend: Ajustes luego de pruebas end-to-end iOS / Android","1","COMPLETADO","45020","45028","1.05","5h","2","2023","2-23","4","Gestión de Desarrollo"
"863gbmf0e","Android: Desarrollo de frontend del flujo TDC.","1","COMPLETADO","45014","45016","1.43","10h","10","2023","1-23","3","Gestión de Desarrollo"
"863gbmhnh","Android: Integración de frontend con backend flujo TDC","2","COMPLETADO","45019","45021","1.33","10h","8","2023","2-23","3","Gestión de Desarrollo"
"865c174gh","Android: Generación de apk para pruebas end-to-end","2","COMPLETADO","45026","45028","0.98","","0.5","2023","2-23","3","Gestión de Desarrollo"
"865c18rte","Android: Ajustes luego de pruebas end-to-end","2","COMPLETADO","45026","45028","1.05","4h","2","2023","2-23","4","Gestión de Desarrollo"
"865c18t0r","iOS: Generación de build para QA - Poweredby","1","COMPLETADO","45029","45029","1.1","30m","3","2023","2-23","5","Gestión de Desarrollo"
"865c18tbk","Android: Despliegue a QA","2","COMPLETADO","45049","45049","0.98","30m","0.5","2023","2-23","5","Gestión de Desarrollo"
"865c1tt4z","Ejecución de pruebas C2 . BP PM Android","2","COMPLETADO","45014","45016","1.4","9h 30m","9.5","2023","1-23","3","Gestión de QA"
"865c1tu7z","Botón de Pago PM - Despliegue de Correcciones C2 - Android","2","COMPLETADO","45016","45016","0.96","","0.25","2023","2-23","3","Gestión de Desarrollo"
"865c1tuap","Botón de Pago PM - Despliegue de Correcciones C2 - iOS","1","COMPLETADO","45013","45013","0.96","","0.25","2023","2-23","3","Gestión de Desarrollo"
"865c1tuuj","Botón de Pago PM - Despliegue de Correcciones C1 - Android","1","COMPLETADO","45008","45008","0.98","","0.5","2023","1-23","3","Gestión de Desarrollo"
"865c1tuwz","Botón de Pago PM - Despliegue de Correcciones C1 - iOS","1","COMPLETADO","45001","45001","0.96","","0.25","2023","2-23","3","Gestión de Desarrollo"
"865c1tv9d","Ejecución de pruebas C3 - BP PM Android","1","COMPLETADO","45020","45020","1.1","3h","3","2023","2-23","4","Gestión de QA"
"865c1ty5f","Botón Pago - TDC: Análisis y diseño de casos de pruebas","1","COMPLETADO","45049","45049","1.26","6h 30m","6.5","2023","2-23","5","Gestión de QA"
"865c1ty6d","Botón Pago - TDC: Ejecución de Pruebas Ciclo 1 - Android","1","COMPLETADO","45051","45054","1.45","10h 30m","10.5","2023","2-23","5","Gestión de QA"
"865c1ty6f","Botón Pago - TDC: Ejecución de Pruebas Ciclo 2 - Android","1","COMPLETADO","45069","45069","1.29","7h","7","2023","2-23","5","Gestión de QA"
"865c1ty6m","Botón Pago - TDC: Ejecución de Pruebas Ciclo 3 - Android","1","COMPLETADO","45072","45072","1.14","4h","4","2023","2-23","5","Gestión de QA"
"865c1ty7j","Botón Pago - TDC: Ejecución de Pruebas Ciclo 1 - iOS","2","COMPLETADO","45033","45034","1.33","8h","8","2023","2-23","5","Gestión de QA"
"865c1ty7x","Botón Pago - TDC: Ejecución de Pruebas Ciclo 2 - iOS","2","COMPLETADO","45065","45068","1.31","7h 30m","7.5","2023","2-23","5","Gestión de QA"
"865c1ty80","Botón Pago - TDC: Ejecución de Pruebas Ciclo 3 - iOS","1","COMPLETADO","45071","45071","1.05","2h","2","2023","2-23","5","Gestión de QA"
"865c1ty9u","Botón Pago - TDC: Preparación de data - Android","1","COMPLETADO","45075","45075","1.02","1h 30m","1.5","2023","2-23","5","Gestión de QA"
"865c1tya1","Botón Pago - TDC: Preparación de data - iOS","2","COMPLETADO","45075","45075","1.02","1h 30m","1.5","2023","2-23","5","Gestión de QA"
"865c1tyrz","Botón Pago - TDC: Certificación con PO Android","2","COMPLETADO","45076","45077","0.98","30m","0.5","2023","2-23","5","Gestión de QA"
"865c1tyt7","Botón Pago - TDC: Certificación con PO iOS","2","COMPLETADO","45076","45077","0.98","30m","0.5","2023","2-23","5","Gestión de QA"
"865c1tz2g","TDC - Despliegue de correcciones C1 - iOS","2","COMPLETADO","45058","45058","0.97","","0.33","2023","2-23","5","Gestión de Desarrollo"
"865c1tz51","TDC - Despliegue de correcciones C1 - Android","1","COMPLETADO","45055","45055","0.97","","0.33","2023","2-23","5","Gestión de Desarrollo"
"865c1tzm5","TDC - Despliegue de correcciones C2 - Android","2","COMPLETADO","45071","45071","0.97","","0.33","2023","2-23","5","Gestión de Desarrollo"
"865c1tzmd","TDC - Despliegue de correcciones C2 - iOS","2","COMPLETADO","45069","45070","0.97","","0.33","2023","2-23","5","Gestión de Desarrollo"
"865c1u5cf","SP4: HU-1023: Análisis y diseño de casos de pruebas","1","COMPLETADO","45015","45033","1.14","4h","4","2023","2-23","4","Sprint 4: 30/03 al 17/04"
"865c1u5d2","SP4: HU-A1023: Ejecución de Pruebas Ciclo 1","2","COMPLETADO","45015","45033","1.05","2h","2","2023","2-23","4","Sprint 4: 30/03 al 17/04"
"865c1u5df","SP4: HU-i1023: Ejecución de Pruebas Ciclo 1","2","COMPLETADO","45015","45033","1.02","1h 30m","1.5","2023","2-23","4","Sprint 4: 30/03 al 17/04"
"865c1u5fq","SP4: HU-1023: Preparación de data para certificación (Android y iOS)","1","COMPLETADO","45015","45033","1","1h","1","2023","2-23","4","Sprint 4: 30/03 al 17/04"
"865c1u5gx","SP4: HU-1023: Certificación con PO (Android y iOS)","1","COMPLETADO","45015","45033","1","1h","1","2023","2-23","4","Sprint 4: 30/03 al 17/04"
"865c1u5k1","SP4: HU-A/I1023 - Implementación en backend","1","COMPLETADO","45015","45033","1","30m","1","2023","2-23","4","Sprint 4: 30/03 al 17/04"
"865c1u5pq","SP4: HU-A1023 - Despliegue a QA de Android HolaDOC","3","COMPLETADO","45019","45019","0.96","15m","0.25","2023","2-23","4","Sprint 4: 30/03 al 17/04"
"865c1u5q6","SP4: HU-i1023 - Despliegue a QA de iOS HolaDOC","1","COMPLETADO","45019","45019","0.96","15m","0.25","2023","2-23","4","Sprint 4: 30/03 al 17/04"
"865c1u5vy","SP4: HU-A/I0823 - Implementación en Backend","2","COMPLETADO","45015","45033","0.98","30m","0.5","2023","2-23","4","Sprint 4: 30/03 al 17/04"
"865c1u5x2","SP4: HU-A0823 - Despliegue a QA Android HolaDOC","2","COMPLETADO","45019","45019","0.96","15m","0.25","2023","2-23","4","Sprint 4: 30/03 al 17/04"
"865c1u5x8","SP4: HU-i0823 - Despliegue a QA iOS HolaDOC","1","COMPLETADO","45019","45019","0.96","15m","0.25","2023","2-23","4","Sprint 4: 30/03 al 17/04"
"865c1u61y","SP4: HU-0823 - Análisis y diseño de casos de pruebas","3","COMPLETADO","45015","45033","1.14","4h","4","2023","2-23","4","Sprint 4: 30/03 al 17/04"
"865c1u643","SP4: HU-A0823 - Ejecución de Pruebas Ciclo 1 - HolaDOC","2","COMPLETADO","45015","45033","1.02","1h 30m","1.5","2023","2-23","4","Sprint 4: 30/03 al 17/04"
"865c1u67u","SP4: HU-i0823 - Ejecución de Pruebas Ciclo 1 - HolaDOC","1","COMPLETADO","45015","45033","1","1h","1","2023","2-23","4","Sprint 4: 30/03 al 17/04"
"865c1u6be","SP4: HU-0823: Preparación de data para certificación","4","COMPLETADO","45015","45033","1","1h","1","2023","2-23","4","Sprint 4: 30/03 al 17/04"
"865c1u6ca","SP4: HU-0823: Certificación con PO (Android y iOS)","4","COMPLETADO","45015","45033","1","1h","1","2023","2-23","4","Sprint 4: 30/03 al 17/04"
"865c1u6f1","SP4: HU-i0823: Despliegue a QA - Correcciones Ciclo 1 - Mediphone","4","COMPLETADO","45020","45020","0.96","15m","0.25","2023","2-23","4","Sprint 4: 30/03 al 17/04"
"865c1u6fn","SP4: HU-A0823: Despliegue a QA - Correcciones Ciclo 1 - Mediphone","4","COMPLETADO","45020","45020","0.96","15m","0.25","2023","2-23","4","Sprint 4: 30/03 al 17/04"
"865c1u6fx","SP4: HU-A0823: Despliegue a QA - Correcciones Ciclo 2","2","COMPLETADO","45015","45033","0.98","30m","0.5","2023","2-23","4","Sprint 4: 30/03 al 17/04"
"865c1u6hf","SP4: HU-A0823: Despliegue a QA Mediphone - Correcciones Ciclo 2","5","COMPLETADO","45015","45033","0.96","15m","0.25","2023","2-23","4","Sprint 4: 30/03 al 17/04"
"865c1u6hx","SP4: HU-i0823: Despliegue a QA Med- Correcciones Ciclo 1","2","COMPLETADO","45015","45033","0.96","15m","0.25","2023","2-23","4","Sprint 4: 30/03 al 17/04"
"865c1u6kx","SP4: HU-PM0123 - Análisis y diseño de casos de pruebas","1","COMPLETADO","45015","45033","1","1h","1","2023","2-23","4","Sprint 4: 30/03 al 17/04"
"865c1u6mf","SP4: HU-PM0123 - Ejecución de Pruebas Ciclo 1","1","COMPLETADO","45015","45033","1.05","2h 10m","2.15","2023","2-23","4","Sprint 4: 30/03 al 17/04"
"865c1u6mh","SP4: HU-PM0123 - Ejecución de Pruebas Ciclo 2","1","COMPLETADO","45015","45033","1.05","2h 10m","2.15","2023","2-23","4","Sprint 4: 30/03 al 17/04"
"865c1u6r5","SP4: HU-PM0123 - Despliegue a QA - Correcciones Ciclo 1","1","COMPLETADO","45034","45034","0.97","","0.33","2023","2-23","","Sprint 4: 30/03 al 17/04"
"863gvmppy","BP-TDC: Backend- Generar build para producción","1","COMPLETADO","45075","45077","1.23","","5.75","2023","2-23","5","Gestión de Pase a Producción"
"863gcmq5p","PWA - E1: Login. Notificación a QA despliegue Correcciones C1","1","COMPLETADO","45019","45019","0.96","","0.25","2023","2-23","4","Gestión de Desarrollo"
"863gcmq9m","PWA - E1: Login. Notificación a QA despliegue Correcciones C2","3","COMPLETADO","45026","45026","0.96","","0.25","2023","2-23","4","Gestión de Desarrollo"
"863gcmvu9","SP4: HU-PM0123. Despliegue a QA","1","COMPLETADO","45021","45021","0.96","","0.25","2023","2-23","4","Sprint 4: 30/03 al 17/04"
"865c2b9hu","SP4: HU-i1023-i0823 - Generación de build apuntando a QA normal","1","COMPLETADO","45019","45019","1.03","1h 40m","1.67","2023","2-23","4","Sprint 4: 30/03 al 17/04"
"865c2b9p3","SP4: HU-A1023-A0823 - Generación de apks apuntando a QA normal","1","COMPLETADO","45019","45019","0.98","30m","0.5","2023","2-23","4","Sprint 4: 30/03 al 17/04"
"865c2ccqk","SP4: HU-A0823 - Ejecución de Pruebas Ciclo 1 - Almaz Vida","1","COMPLETADO","45015","45033","1.02","1h 30m","1.5","2023","2-23","4","Sprint 4: 30/03 al 17/04"
"865c2ccqt","SP4: HU-i0823: Ejecución de Pruebas Ciclo 1 - Almaz Vida","1","COMPLETADO","45015","45033","1","1h","1","2023","2-23","4","Sprint 4: 30/03 al 17/04"
"865c2cd58","SP4: HU-A0823 - Ejecución de Pruebas Ciclo 1 - Mediphone","1","COMPLETADO","45015","45033","1.02","1h 20m","1.33","2023","2-23","4","Sprint 4: 30/03 al 17/04"
"865c2cd59","SP4: HU-A0823: Ejecución de Pruebas Ciclo 2 - Mediphone","1","COMPLETADO","45015","45033","0.98","30m","0.5","2023","2-23","4","Sprint 4: 30/03 al 17/04"
"865c2cd5g","SP4: HU-i0823: Ejecución de Pruebas Ciclo 2 - Mediphone","1","COMPLETADO","45015","45033","0.98","30m","0.5","2023","2-23","4","Sprint 4: 30/03 al 17/04"
"863gd56dw","SP4: HU-A0823- Despliegue a QA Android AlmazVida","1","COMPLETADO","45019","45019","0.96","15m","0.25","2023","2-23","4","Sprint 4: 30/03 al 17/04"
"865c2e6gg","SD Entregable 2 - Agregar familiares Web","1","COMPLETADO","45019","45023","1.62","14h","14","2023","2-23","4","Gestión de Producto"
"865c2e6gm","SD Entregable 2 - Agregar familiares Mobile","1","COMPLETADO","45019","45023","1.52","12h","12","2023","2-23","4","Gestión de Producto"
"863gd6g18","Botón de Pago PM - Despliegue de Correcciones C3 - Android","1","COMPLETADO","45027","45027","0.96","","0.25","2023","2-23","4","Gestión de Desarrollo"
"863gd7a92","PWA - E2. Revisión y merge de ajuste de web push notificactions realizado por JJ","1","COMPLETADO","45019","45019","1.05","2h","2","2023","2-23","4","Gestión de Desarrollo"
"863gd7c40","SP4: HU-A1023 - Despliegue a QA de Android AlmazVida","1","COMPLETADO","45019","45019","0.96","15m","0.25","2023","2-23","4","Sprint 4: 30/03 al 17/04"
"863gd7c6n","SP4: HU-A1023 - Despliegue a QA de Android Mediphone","1","COMPLETADO","45019","45019","0.96","15m","0.25","2023","2-23","4","Sprint 4: 30/03 al 17/04"
"863gd7e9b","SP4: HU-i1023 - Despliegue a QA de iOS AlmazVida","1","COMPLETADO","45019","45019","0.96","15m","0.25","2023","2-23","4","Sprint 4: 30/03 al 17/04"
"863gd7eeg","SP4: HU-i1023 - Despliegue a QA de iOS Mediphone","1","COMPLETADO","45019","45019","0.96","15m","0.25","2023","2-23","4","Sprint 4: 30/03 al 17/04"
"863gd7f5h","SP4: HU-i0823 - Despliegue a QA iOS AlmazVida","1","COMPLETADO","45019","45019","0.96","15m","0.25","2023","2-23","4","Sprint 4: 30/03 al 17/04"
"863gd7f78","SP4: HU-i0823 - Despliegue a QA iOS Mediphone","1","COMPLETADO","45019","45019","0.96","15m","0.25","2023","2-23","4","Sprint 4: 30/03 al 17/04"
"865c2q4mh","iOS. Ajuste pantalla feedback cancelar","1","COMPLETADO","","","1.16","","4.33","2023","2-23","4","Gestión de Desarrollo"
"865c3kb1f","PWA - E1: Recuperar contraseña - Despliegue API a QA","1","COMPLETADO","45026","45026","0.98","","0.5","2023","2-23","4","Gestión de Desarrollo"
"865c3kbtn","Revisión de caso de cancelación de suscripción","1","COMPLETADO","","","1","","1","2023","2-23","4","Gestión de Desarrollo"
"863gexv66","SP6: HU-PM0323. Desarrollo endpoint","1","COMPLETADO","45026","45026","1.14","4h","4","2023","2-23","4","Sprint 6: 05/05 al 18/05"
"865c41t95","Apoyo en pruebas a QA","1","COMPLETADO","45027","45027","1.02","","1.5","2023","2-23","4","Gestión de Desarrollo"
"865c4881y","PWA - E1: Recuperar contraseña. Despliegue correcciones C1","1","COMPLETADO","45038","45038","1.05","","2","2023","2-23","4","Gestión de Desarrollo"
"865c4884d","PWA - E1: Recuperar contraseña. Notificación a QA despliegue Correcciones C1","1","COMPLETADO","45037","45037","0.96","","0.25","2023","2-23","4","Gestión de Desarrollo"
"865c4886n","PWA-E1: Recuperar contraseña. Despliegue correcciones C2","1","COMPLETADO","45057","45057","0.99","","0.75","2023","2-23","5","Gestión de Desarrollo"
"865c4949n","PWA - E2. Información de endpoint para lista de consulta","1","COMPLETADO","45028","45028","0.99","30m","0.8","2023","2-23","4","Gestión de Desarrollo"
"865c49j3n","SP6: HU-PM0323. Maquetación de modal con calendario y loader","1","COMPLETADO","45043","45044","1.26","8h","6.5","2023","2-23","4","Sprint 6: 05/05 al 18/05"
"865c49j75","SP6: HU-PM0323. Maquetación manejo de mensajes de error y de éxito","1","COMPLETADO","45048","45049","1.13","8h","3.8","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"865c49ja5","SP6: HU-PM0323. Implementación con Backend: Conexión con backend","1","COMPLETADO","45050","45054","1.52","12h","12","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"865c4a17v","Ajuste en membresia para asignar operadora activa cuando no tiene la suscripción el paciente asignada","1","COMPLETADO","45028","45028","1.02","1h 30m","1.5","2023","2-23","4","Gestión de Desarrollo"
"865c4cbbf","Ejecución de pruebas C4 - BP PM Android","1","COMPLETADO","45036","45037","1.33","8h","8","2023","2-23","4","Gestión de QA"
"865c4kuvk","iOS: Ajuste en flujo cancelar pago","1","COMPLETADO","","","1.48","","11","2023","2-23","4","Gestión de Desarrollo"
"85zrx8abf","Apoyo y ajuste apps desarrollo","1","COMPLETADO","45033","45043","1.21","","5.5","2023","2-23","4","Gestión de Desarrollo"
"85zrx99ff","PWA - E2: Revisión de insumos","1","COMPLETADO","45033","45033","1","1h","1","2023","2-23","4","Gestión de Desarrollo"
"865c5hr3d","PWA-E1. Desarrollo de endpoint para consultas agendadas","1","COMPLETADO","45034","45036","1.15","4h","4.15","2023","2-23","4","Gestión de Desarrollo"
"865c5hrc5","SP5: HU-PM0123 - Eliminación de modal de documentos.","1","COMPLETADO","45034","45034","0.98","30m","0.5","2023","2-23","4","Sprint 5: 20/04 al 04/05"
"865c5j63a","SP6: HU-PM0723. Maquetación","1","COMPLETADO","45051","45064","1.67","","15","2023","2-23","4","Sprint 6: 05/05 al 18/05"
"865c5j65m","SP6: HU-PM0723. Implementación","1","COMPLETADO","45051","45064","1.74","","16.5","2023","2-23","4","Sprint 6: 05/05 al 18/05"
"865c5j6bu","SP6: HU-PM0723. Desarrollo de endpoints","1","COMPLETADO","45036","45037","1.44","8h","10.15","2023","2-23","4","Sprint 6: 05/05 al 18/05"
"865c5ja0a","SP6: HU-PM0723. Análisis del requerimiento e instalación de ambiente","1","COMPLETADO","45051","45064","1.36","","8.5","2023","2-23","4","Sprint 6: 05/05 al 18/05"
"865c5jm07","SP5: HU-PA1123 - Implementación. Diagnóstico para seguimientos en reporte de consultas Admin","1","COMPLETADO","45034","45034","1","1h","1","2023","2-23","4","Sprint 5: 20/04 al 04/05"
"865c5k7rx","SP5: HU-PM1123 - Implementación","1","COMPLETADO","45036","45036","1.04","","1.75","2023","2-23","4","Sprint 5: 20/04 al 04/05"
"865c5v8h8","SP5: HU-PM0123 - Ejecución de Pruebas Ciclo 2","1","COMPLETADO","45015","45033","1.05","2h 10m","2.15","2023","2-23","4","Sprint 5: 20/04 al 04/05"
"865c5v8hb","SP5: HU-PM0123 - Despliegue a QA - Correcciones Ciclo 1","1","COMPLETADO","45034","45034","0.96","","0.25","2023","2-23","4","Sprint 5: 20/04 al 04/05"
"85zrxry55","SP6: HU-PM0323. Despliegue a QA","1","COMPLETADO","45055","45055","1.02","1h","1.5","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"85zrxtm0n","SP5: HU-PM1323 - Icono menor de edad. Maquetación e implementación","1","COMPLETADO","45036","45041","1.26","","6.5","2023","2-23","4","Sprint 5: 20/04 al 04/05"
"85zrxtm6h","SP5: HU-PM1323 - Icono menor de edad. Despliegue a QA","1","COMPLETADO","45036","45050","0.96","","0.25","2023","2-23","4","Sprint 5: 20/04 al 04/05"
"865c60de1","SP5:  HU-PM1123 - Notificación a QA","1","COMPLETADO","45036","45036","0.96","","0.25","2023","2-23","4","Sprint 5: 20/04 al 04/05"
"865c60dw5","SP5: HU-PA1123 - Notificación a QA","1","COMPLETADO","45036","45036","0.96","","0.25","2023","2-23","4","Sprint 5: 20/04 al 04/05"
"865c614f6","SP5: HU-PM0123 - Preparación de data para certificación","1","COMPLETADO","45036","45050","1","1h","1","2023","2-23","4","Sprint 5: 20/04 al 04/05"
"865c614fk","SP5: HU-PM0123 - Certificación con PO","1","COMPLETADO","45036","45050","1.05","2h","2","2023","2-23","4","Sprint 5: 20/04 al 04/05"
"865c614gk","SP5: HU-PM1323 - Análisis y diseño de casos","1","COMPLETADO","45036","45050","1.14","4h","4","2023","2-23","4","Sprint 5: 20/04 al 04/05"
"865c614hf","SP5: HU-PM1323 - Ejecución de pruebas Ciclo 1","1","COMPLETADO","45036","45050","1.14","4h","4","2023","2-23","4","Sprint 5: 20/04 al 04/05"
"865c614jc","SP5: HU-PM1323 - Preparación de data para certificación","1","COMPLETADO","45036","45050","1.05","2h","2","2023","2-23","4","Sprint 5: 20/04 al 04/05"
"865c614jz","SP5: HU-PM1323 - Certificación con PO","1","COMPLETADO","45036","45050","1.05","2h","2","2023","2-23","4","Sprint 5: 20/04 al 04/05"
"865c614ku","SP5: HU-PA1123 - Análisis y diseño de casos","1","COMPLETADO","45036","45050","1.14","4h","4","2023","2-23","4","Sprint 5: 20/04 al 04/05"
"865c614mk","SP5: HU-PA1123 - Ejecución de pruebas Ciclo 1","1","COMPLETADO","45036","45050","1.01","","1.15","2023","2-23","4","Sprint 5: 20/04 al 04/05"
"865c614mm","SP5: HU-PA1123 - Ejecución de pruebas Ciclo 2","1","COMPLETADO","45036","45050","1.03","1h 40m","1.67","2023","2-23","4","Sprint 5: 20/04 al 04/05"
"865c614nh","SP5: HU-PA1123 - Certificación con PO","1","COMPLETADO","45036","45050","1.05","2h","2","2023","2-23","4","Sprint 5: 20/04 al 04/05"
"865c614qr","SP5: HU-PM1123 - Análisis y diseño de casos","1","COMPLETADO","45036","45050","1.1","1h","3","2023","2-23","4","Sprint 5: 20/04 al 04/05"
"865c615bf","SP5: HU-PM1123 - Ejecución de Pruebas Ciclo 1","1","COMPLETADO","45036","45050","1.14","4h","4","2023","2-23","4","Sprint 5: 20/04 al 04/05"
"865c615bk","SP5: HU-PM1123 - Ejecución de Pruebas Ciclo 2","1","COMPLETADO","45036","45050","1.1","3h","3","2023","2-23","4","Sprint 5: 20/04 al 04/05"
"865c615dz","SP5: HU-PM1123 - Preparación de data para certificación","1","COMPLETADO","45036","45050","1","1h","1","2023","2-23","4","Sprint 5: 20/04 al 04/05"
"865c615fg","SP5: HU-PM1123 - Certificación con PO","1","COMPLETADO","45036","45050","1.05","2h","2","2023","2-23","4","Sprint 5: 20/04 al 04/05"
"865c61z15","SP5: HU-PM1323 - Ajuste en portal doctor y despliegue","1","COMPLETADO","45036","45036","1.01","4h","1.15","2023","2-23","4","Sprint 5: 20/04 al 04/05"
"865c67fj8","SP6: HU-A0723. Implementación consentimiento informado Mediphone","1","COMPLETADO","45051","45064","1.14","","4","2023","2-23","4","Sprint 6: 05/05 al 18/05"
"865c67fu6","SP6: HU-A0723. Implementación consentimiento informado AlmazVida","1","COMPLETADO","45051","45064","1.14","","4","2023","2-23","4","Sprint 6: 05/05 al 18/05"
"865c67g15","SP6: HU-I0723. Implementación consentimiento informado Mediphone","1","COMPLETADO","45051","45064","1.6","","13.5","2023","2-23","4","Sprint 6: 05/05 al 18/05"
"865c67g26","SP6: HU-I0723. Implementación consentimiento informado AlmazVida","1","COMPLETADO","45051","45064","1.6","","13.5","2023","2-23","4","Sprint 6: 05/05 al 18/05"
"85zrym76m","PWA - E2. Refinamiento PWA-E2","1","COMPLETADO","45041","45041","1","1h","1","2023","2-23","4","Gestión de Desarrollo"
"865c6zum0","PWA - E2- Reunión refinamiento insumos Entregable 2","1","COMPLETADO","45041","45041","1","","1","2023","2-23","4","Gestión de Desarrollo"
"865c6zvuc","PWA - E2. Pruebas/familiarización HolaDOC","1","COMPLETADO","45042","45042","1.29","","7","2023","2-23","4","Gestión de Desarrollo"
"865c6zw6y","PWA - E2. Revisión de insumos - Entregable 2","1","COMPLETADO","45044","45044","1.33","","8","2023","2-23","4","Gestión de Desarrollo"
"865c705f9","PWA - E2. Información de endpoints para sección de Familiar","1","COMPLETADO","45041","45041","0.98","30m","0.5","2023","2-23","4","Gestión de Desarrollo"
"865c73b8z","Botón de pago: Merge Pago móvil con master, despliegue a QA y pruebas","1","COMPLETADO","","","1.05","","2","2023","2-23","4","Gestión de Pase a Producción"
"85zryv4r0","SP6: HU-PM0723. Despliegue a QA","1","COMPLETADO","45051","45064","1.08","","2.67","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"85zryv7ek","SP6: HU-A0723. Generación de build para QA - Mediphone","1","COMPLETADO","45051","45064","0.97","","0.33","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"85zryv7f8","SP6: HU-A0723. Generación de build para QA - AlmazVida","1","COMPLETADO","45051","45064","0.97","","0.33","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"85zryv84r","SP6: HU-I0723. Generación de build a QA - Mediphone","1","COMPLETADO","45051","45064","1","","1","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"85zryv86x","SP6: HU-I0723. Generación de build a QA - Almazvida","1","COMPLETADO","45051","45064","1","","1","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"85zryv8c4","SP6: HU-I0723. Notificación a QA","1","COMPLETADO","45051","45064","1","","1","2023","2-23","5","Sprint 6: 05/05 al 18/05"
"865c7aqw4","SD Entregable 3- Membresía Web","1","COMPLETADO","45047","45065","2.18","24h","25.8","2023","2-23","5","Gestión de Producto"
"865c7aqw7","SD Entregable 3- Membresía Responsive (Móvil)","1","COMPLETADO","45042","45042","1","1h","1","2023","2-23","5","Gestión de Producto"
"865c7ar20","SD Entregable 3- OnBoarding Central telefónica Web","1","COMPLETADO","45047","45065","1.52","12h","12","2023","2-23","5","Gestión de Producto"
"865c7ar31","SD Entregable 3- OnBoarding Central telefónica Responsive (Móvil)","1","COMPLETADO","45056","45064","1.24","5h","6","2023","2-23","5","Gestión de Producto"
